kind,net,layer,width_mm,start_x_mm,start_y_mm,end_x_mm,end_y_mm,diameter_mm,drill_mm
segment,USB_VBUS_DETECT_RAW,F.Cu,0.200000,15.000000,19.300000,16.500000,19.300000,,
segment,USB_VBUS_DETECT_RAW,F.Cu,0.200000,16.500000,19.300000,17.200000,18.600000,,
segment,USB_VBUS_DETECT_RAW,F.Cu,0.200000,17.200000,18.600000,17.200000,16.000000,,
segment,USB_VBUS_DETECT_RAW,F.Cu,0.200000,17.200000,16.000000,17.704600,15.446500,,
segment,USB_VBUS_DETECT_RAW,F.Cu,0.200000,17.704600,15.446500,74.324000,15.446500,,
via,CH_LED_1,,,19.056400,24.798200,,,0.600000,0.300000
via,CH_LED_1,,,20.248500,20.926900,,,0.600000,0.300000
via,CH_LED_1,,,74.510800,16.496100,,,0.600000,0.300000
via,CH_LED_10,,,76.689000,23.969800,,,0.600000,0.300000
via,CH_LED_2,,,36.181800,21.833700,,,0.600000,0.300000
via,CH_LED_3,,,37.004100,21.862300,,,0.600000,0.300000
via,CH_LED_4,,,73.385000,17.679800,,,0.600000,0.300000
via,CH_LED_5,,,75.089100,18.726900,,,0.600000,0.300000
via,CH_LED_6,,,77.573200,19.376900,,,0.600000,0.300000
via,CH_LED_7,,,72.768500,19.980200,,,0.600000,0.300000
via,CH_LED_8,,,72.838800,20.800300,,,0.600000,0.300000
via,CH_LED_9,,,73.750300,21.145500,,,0.600000,0.300000
via,FB_3V3_OR_IO,,,15.476200,27.795300,,,0.600000,0.300000
via,FB_3V3_OR_IO,,,17.983600,24.965000,,,0.600000,0.300000
via,FB_3V3_OR_IO,,,19.048400,30.507600,,,0.600000,0.300000
via,FB_3V3_OR_IO,,,66.228200,8.329200,,,0.600000,0.300000
via,GND,,,71.245300,9.643300,,,0.600000,0.300000
via,GND,,,78.041800,16.289100,,,0.600000,0.300000
via,OLED_RST_OR_INT_DNP,,,17.059100,13.498300,,,0.600000,0.300000
via,RESET_BTN,,,69.757400,18.116200,,,0.600000,0.300000
via,RGB_R_K,,,10.271200,25.625200,,,0.600000,0.300000
via,RGB_R_K,,,14.011400,25.115300,,,0.600000,0.300000
via,SERVICE_BTN,,,61.966700,13.874600,,,0.600000,0.300000
via,SERVICE_BTN,,,69.741200,13.875000,,,0.600000,0.300000
via,SERVICE_BTN,,,75.368300,21.067500,,,0.600000,0.300000
via,STATUS_RGB_DATA,,,17.950000,26.225000,,,0.550000,0.300000
via,USB_CC1,,,14.273000,11.462500,,,0.600000,0.300000
via,USB_CC1,,,23.605800,9.696900,,,0.600000,0.300000
via,USB_CC1,,,50.819100,12.341100,,,0.600000,0.300000
via,USB_CC2,,,12.905700,19.131500,,,0.600000,0.300000
via,USB_CC2,,,15.726000,12.334000,,,0.600000,0.300000
via,USB_D_N,,,10.200000,15.650000,,,0.600000,0.300000
via,USB_D_N,,,13.000000,3.000000,,,0.600000,0.300000
via,USB_D_N,,,69.500000,2.500000,,,0.600000,0.300000
via,USB_D_N,,,72.500000,13.250000,,,0.600000,0.300000
via,USB_D_P,,,9.800000,18.450000,,,0.600000,0.300000
via,USB_D_P,,,14.000000,4.000000,,,0.600000,0.300000
via,USB_D_P,,,68.500000,3.500000,,,0.600000,0.300000
via,USB_D_P,,,73.500000,12.500000,,,0.600000,0.300000
via,USB_D_P_CONN,,,3.500000,17.250000,,,0.600000,0.300000
via,USB_D_P_CONN,,,3.500000,18.250000,,,0.600000,0.300000
via,USB_VBUS,,,5.920200,20.032900,,,0.600000,0.300000
via,USB_VBUS,,,6.533800,14.950000,,,0.600000,0.300000
via,USB_VBUS,,,9.004800,15.662200,,,0.600000,0.300000
via,USB_VBUS_DETECT_RAW,,,74.324000,15.446500,,,0.600000,0.300000
via,GND,,,2.200000,17.750000,,,0.600000,0.300000
via,GND,,,11.800000,3.500000,,,0.600000,0.300000
via,GND,,,66.500000,5.500000,,,0.600000,0.300000
