kind,net,layer,width_mm,start_x_mm,start_y_mm,end_x_mm,end_y_mm,diameter_mm,drill_mm,start_layer,end_layer
segment,ADC_REF,B.Cu,0.150000,57.600000,32.550000,57.600000,33.581600,,,,
segment,ADC_REF,B.Cu,0.150000,57.600000,33.581600,57.989700,33.971300,,,,
segment,ADC_REF,F.Cu,0.150000,49.000000,59.550000,49.000000,60.576700,,,,
segment,ADC_REF,F.Cu,0.150000,49.000000,60.576700,49.077900,60.654600,,,,
segment,ADC_REF,F.Cu,0.150000,49.077900,60.654600,49.077900,61.541800,,,,
segment,ADC_REF,F.Cu,0.150000,49.077900,61.541800,53.213400,65.677300,,,,
segment,ADC_REF,F.Cu,0.150000,53.213400,65.677300,55.300000,65.677300,,,,
segment,ADC_REF,F.Cu,0.150000,55.300000,65.000000,55.300000,65.677300,,,,
segment,ADC_REF,F.Cu,0.150000,55.300000,65.677300,55.300000,66.600000,,,,
segment,ADC_REF,F.Cu,0.150000,55.300000,66.600000,56.700000,68.000000,,,,
segment,ADC_REF,F.Cu,0.150000,56.700000,68.000000,57.433100,68.733100,,,,
segment,ADC_REF,F.Cu,0.150000,56.993200,69.220300,57.433100,68.780400,,,,
segment,ADC_REF,F.Cu,0.150000,57.433100,68.733100,57.433100,68.780400,,,,
segment,ADC_REF,F.Cu,0.150000,57.433100,68.733100,58.966900,68.733100,,,,
segment,ADC_REF,F.Cu,0.150000,58.966900,68.733100,59.700000,68.000000,,,,
segment,ADC_REF,In1.Cu,0.150000,56.993200,57.535000,56.993200,69.220300,,,,
segment,ADC_REF,In1.Cu,0.150000,56.993200,57.535000,59.882500,54.645700,,,,
segment,ADC_REF,In1.Cu,0.150000,57.989700,33.971300,58.486000,34.467600,,,,
segment,ADC_REF,In1.Cu,0.150000,58.486000,34.467600,58.486000,42.572900,,,,
segment,ADC_REF,In1.Cu,0.150000,58.486000,42.572900,59.882500,43.969400,,,,
segment,ADC_REF,In1.Cu,0.150000,59.882500,43.969400,59.882500,54.645700,,,,
segment,AGND,B.Cu,0.150000,60.800000,37.450000,61.600000,37.450000,,,,
segment,AGND,B.Cu,0.150000,61.600000,37.450000,61.825200,37.675200,,,,
segment,AGND,B.Cu,0.150000,61.825200,37.675200,61.825200,49.032000,,,,
segment,AGND,B.Cu,0.150000,61.825200,49.032000,62.186300,49.393100,,,,
segment,AGND,F.Cu,0.150000,48.000000,58.523300,48.000000,59.550000,,,,
segment,AGND,F.Cu,0.150000,48.000000,58.523300,48.500000,58.523300,,,,
segment,AGND,F.Cu,0.150000,48.500000,58.523300,48.500000,59.550000,,,,
segment,AGND,F.Cu,0.150000,48.500000,58.523300,49.190600,57.832700,,,,
segment,AGND,F.Cu,0.150000,49.190600,57.832700,50.702900,57.832700,,,,
segment,AGND,F.Cu,0.150000,50.702900,57.832700,54.177800,61.307600,,,,
segment,AGND,F.Cu,0.150000,54.177800,61.307600,58.300000,61.307600,,,,
segment,AGND,F.Cu,0.150000,56.700000,65.000000,56.700000,65.660700,,,,
segment,AGND,F.Cu,0.150000,56.700000,65.000000,57.934800,63.765200,,,,
segment,AGND,F.Cu,0.150000,56.700000,65.660700,58.300000,67.260700,,,,
segment,AGND,F.Cu,0.150000,57.934800,63.765200,58.439900,63.765200,,,,
segment,AGND,F.Cu,0.150000,58.300000,61.307600,58.300000,62.000000,,,,
segment,AGND,F.Cu,0.150000,58.300000,61.307600,60.607600,61.307600,,,,
segment,AGND,F.Cu,0.150000,58.300000,67.260700,58.300000,68.000000,,,,
segment,AGND,F.Cu,0.150000,58.300000,67.260700,60.560700,67.260700,,,,
segment,AGND,F.Cu,0.150000,58.439900,63.765200,59.142600,63.062500,,,,
segment,AGND,F.Cu,0.150000,59.142600,63.062500,60.237500,63.062500,,,,
segment,AGND,F.Cu,0.150000,60.237500,63.062500,61.300000,62.000000,,,,
segment,AGND,F.Cu,0.150000,60.560700,67.260700,61.300000,68.000000,,,,
segment,AGND,F.Cu,0.150000,60.607600,61.307600,61.300000,62.000000,,,,
segment,AGND,F.Cu,0.150000,61.300000,62.000000,61.672500,61.627500,,,,
segment,AGND,F.Cu,0.150000,61.672500,61.627500,62.584800,61.627500,,,,
segment,AGND,In1.Cu,0.150000,62.020500,56.431600,62.020500,61.063200,,,,
segment,AGND,In1.Cu,0.150000,62.020500,56.431600,62.186300,56.265800,,,,
segment,AGND,In1.Cu,0.150000,62.020500,61.063200,62.584800,61.627500,,,,
segment,AGND,In1.Cu,0.150000,62.186300,49.393100,62.186300,56.265800,,,,
segment,BACKUP_AON,F.Cu,0.150000,66.400000,41.370000,67.526700,41.370000,,,,
segment,BACKUP_AON,F.Cu,0.150000,67.526700,41.370000,68.047400,40.849300,,,,
segment,BACKUP_AON,F.Cu,0.150000,68.047400,40.849300,73.278500,40.849300,,,,
segment,BACKUP_AON,F.Cu,0.150000,73.278500,40.849300,74.364300,39.763500,,,,
segment,BACKUP_AON,In1.Cu,0.150000,74.364300,39.763500,76.000000,38.127800,,,,
segment,BACKUP_AON,In1.Cu,0.150000,76.000000,38.127800,76.000000,5.500000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,65.500000,44.600000,65.500000,54.580000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,65.500000,44.600000,82.800000,44.600000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,65.500000,54.580000,66.200000,53.400000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,66.200000,50.400000,66.200000,53.400000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,66.200000,50.400000,67.600000,49.000000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,67.600000,49.000000,68.400000,49.000000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,68.400000,49.000000,72.800000,44.600000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,72.800000,43.400000,72.800000,44.600000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,72.800000,43.400000,77.800000,38.400000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,77.800000,38.400000,78.950000,37.700000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,78.950000,37.700000,98.000000,39.000000,,,,
segment,BLE_RESET_N,F.Cu,0.150000,82.800000,44.600000,82.800000,63.000000,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,37.450000,56.500000,38.476700,56.500000,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,38.476700,56.500000,38.476700,56.583400,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,38.476700,56.583400,38.670600,56.777300,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,60.200000,64.000000,61.522700,62.677300,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,61.522700,62.677300,62.679300,62.677300,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,62.679300,62.677300,62.998900,62.357700,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,75.165500,42.737400,76.239300,42.737400,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,76.239300,42.737400,78.000000,40.976700,,,,
segment,BLE_RESET_N_MCU,F.Cu,0.150000,78.000000,40.300000,78.000000,40.976700,,,,
segment,BLE_RESET_N_MCU,In1.Cu,0.150000,62.998900,62.357700,63.253900,62.102700,,,,
segment,BLE_RESET_N_MCU,In1.Cu,0.150000,63.253900,57.119000,63.253900,62.102700,,,,
segment,BLE_RESET_N_MCU,In1.Cu,0.150000,63.253900,57.119000,70.855100,57.119000,,,,
segment,BLE_RESET_N_MCU,In1.Cu,0.150000,70.855100,57.119000,75.165500,52.808600,,,,
segment,BLE_RESET_N_MCU,In1.Cu,0.150000,75.165500,42.737400,75.165500,52.808600,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,38.670600,56.777300,39.802000,56.777300,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,39.802000,56.777300,40.116400,56.462900,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,40.116400,56.462900,43.052600,56.462900,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,43.052600,56.462900,43.230600,56.284900,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,43.230600,56.284900,49.163700,56.284900,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,49.163700,56.284900,49.227100,56.348300,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,49.227100,56.348300,49.622000,56.348300,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,49.622000,56.348300,49.949600,56.020700,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,49.949600,56.020700,52.587500,56.020700,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,52.587500,56.020700,53.187900,56.621100,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,53.187900,56.621100,60.691000,56.621100,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,60.691000,56.621100,61.159800,56.152300,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,61.159800,56.152300,62.694700,56.152300,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,62.694700,56.152300,63.253900,56.711500,,,,
segment,BLE_RESET_N_MCU,In3.Cu,0.150000,63.253900,56.711500,63.253900,57.119000,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,69.460000,54.090000,69.460000,54.793400,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,69.460000,54.793400,70.134300,55.467700,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,70.134300,55.467700,71.788600,55.467700,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,71.788600,55.467700,72.198400,55.057900,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,72.950000,47.700000,72.950000,48.376700,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,72.950000,48.376700,73.312400,48.376700,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,73.312400,48.376700,73.620700,48.068400,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,86.195900,49.029600,86.225500,49.000000,,,,
segment,BLE_UART_RX_MODULE,F.Cu,0.150000,86.225500,49.000000,87.200000,49.000000,,,,
segment,BLE_UART_RX_MODULE,In1.Cu,0.150000,72.198400,55.057900,72.200000,55.057900,,,,
segment,BLE_UART_RX_MODULE,In1.Cu,0.150000,72.200000,49.489100,72.200000,55.057900,,,,
segment,BLE_UART_RX_MODULE,In1.Cu,0.150000,72.200000,49.489100,73.620700,48.068400,,,,
segment,BLE_UART_RX_MODULE,In3.Cu,0.150000,73.620700,48.068400,74.581900,49.029600,,,,
segment,BLE_UART_RX_MODULE,In3.Cu,0.150000,74.581900,49.029600,86.195900,49.029600,,,,
segment,BLE_UART_TX_MODULE,F.Cu,0.150000,70.310800,54.955000,70.499100,54.766700,,,,
segment,BLE_UART_TX_MODULE,F.Cu,0.150000,70.499100,54.766700,70.730000,54.766700,,,,
segment,BLE_UART_TX_MODULE,F.Cu,0.150000,70.730000,54.090000,70.730000,54.766700,,,,
segment,BLE_UART_TX_MODULE,F.Cu,0.150000,88.000000,44.300000,88.000000,45.800000,,,,
segment,BLE_UART_TX_MODULE,F.Cu,0.150000,88.000000,45.800000,91.200000,49.000000,,,,
segment,BLE_UART_TX_MODULE,F.Cu,0.150000,90.362900,49.411600,90.788400,49.411600,,,,
segment,BLE_UART_TX_MODULE,F.Cu,0.150000,90.788400,49.411600,91.200000,49.000000,,,,
segment,BLE_UART_TX_MODULE,In3.Cu,0.150000,70.310800,54.955000,75.670800,49.595000,,,,
segment,BLE_UART_TX_MODULE,In3.Cu,0.150000,75.670800,49.595000,90.179500,49.595000,,,,
segment,BLE_UART_TX_MODULE,In3.Cu,0.150000,90.179500,49.595000,90.362900,49.411600,,,,
segment,BOOT0,F.Cu,0.150000,35.879200,54.365400,36.423300,54.909500,,,,
segment,BOOT0,F.Cu,0.150000,36.423300,54.909500,36.423300,55.000000,,,,
segment,BOOT0,F.Cu,0.150000,36.423300,55.000000,37.450000,55.000000,,,,
segment,BOOT0,F.Cu,0.150000,37.649500,21.068300,37.748600,21.167400,,,,
segment,BOOT0,F.Cu,0.150000,37.748600,21.167400,42.335900,21.167400,,,,
segment,BOOT0,F.Cu,0.150000,42.335900,21.167400,43.200000,20.303300,,,,
segment,BOOT0,F.Cu,0.150000,43.200000,20.000000,43.200000,20.303300,,,,
segment,BOOT0,In1.Cu,0.150000,35.879200,54.365400,37.555700,52.688900,,,,
segment,BOOT0,In1.Cu,0.150000,37.555700,21.162100,37.555700,52.688900,,,,
segment,BOOT0,In1.Cu,0.150000,37.555700,21.162100,37.649500,21.068300,,,,
segment,CAN1_RX_ROUTE,B.Cu,0.150000,52.247300,35.893800,52.247300,35.893900,,,,
segment,CAN1_RX_ROUTE,B.Cu,0.150000,52.247300,35.893800,52.969200,35.893800,,,,
segment,CAN1_RX_ROUTE,B.Cu,0.150000,52.969200,35.893800,55.200000,33.663000,,,,
segment,CAN1_RX_ROUTE,B.Cu,0.150000,55.200000,32.550000,55.200000,33.663000,,,,
segment,CAN1_RX_ROUTE,F.Cu,0.150000,37.450000,55.500000,38.476700,55.500000,,,,
segment,CAN1_RX_ROUTE,F.Cu,0.150000,38.476700,55.500000,38.629800,55.500000,,,,
segment,CAN1_RX_ROUTE,F.Cu,0.150000,38.629800,55.500000,38.661900,55.467900,,,,
segment,CAN1_RX_ROUTE,In1.Cu,0.150000,50.007600,55.533000,51.799800,53.740800,,,,
segment,CAN1_RX_ROUTE,In1.Cu,0.150000,51.211300,43.313600,51.211300,46.793700,,,,
segment,CAN1_RX_ROUTE,In1.Cu,0.150000,51.211300,43.313600,51.394300,43.130600,,,,
segment,CAN1_RX_ROUTE,In1.Cu,0.150000,51.211300,46.793700,51.799800,47.382200,,,,
segment,CAN1_RX_ROUTE,In1.Cu,0.150000,51.394300,36.746900,51.394300,43.130600,,,,
segment,CAN1_RX_ROUTE,In1.Cu,0.150000,51.394300,36.746900,52.247300,35.893900,,,,
segment,CAN1_RX_ROUTE,In1.Cu,0.150000,51.799800,47.382200,51.799800,53.740800,,,,
segment,CAN1_RX_ROUTE,In3.Cu,0.150000,38.661900,55.467900,38.751800,55.557800,,,,
segment,CAN1_RX_ROUTE,In3.Cu,0.150000,38.751800,55.557800,42.677600,55.557800,,,,
segment,CAN1_RX_ROUTE,In3.Cu,0.150000,42.677600,55.557800,43.238800,54.996600,,,,
segment,CAN1_RX_ROUTE,In3.Cu,0.150000,43.238800,54.996600,49.471200,54.996600,,,,
segment,CAN1_RX_ROUTE,In3.Cu,0.150000,49.471200,54.996600,50.007600,55.533000,,,,
segment,CAN1_TX_DISABLED_STATUS,B.Cu,0.150000,53.376800,31.016000,55.287400,31.016000,,,,
segment,CAN1_TX_DISABLED_STATUS,B.Cu,0.150000,55.287400,31.016000,56.000000,31.728600,,,,
segment,CAN1_TX_DISABLED_STATUS,B.Cu,0.150000,56.000000,31.728600,56.000000,32.550000,,,,
segment,CAN1_TX_DISABLED_STATUS,F.Cu,0.150000,47.375200,41.609100,47.375200,42.825200,,,,
segment,CAN1_TX_DISABLED_STATUS,F.Cu,0.150000,47.375200,41.609100,49.147600,39.836700,,,,
segment,CAN1_TX_DISABLED_STATUS,F.Cu,0.150000,47.375200,42.825200,47.500000,42.950000,,,,
segment,CAN1_TX_DISABLED_STATUS,F.Cu,0.150000,47.500000,42.950000,47.500000,44.450000,,,,
segment,CAN1_TX_DISABLED_STATUS,F.Cu,0.150000,49.147600,39.836700,52.247500,39.836700,,,,
segment,CAN1_TX_DISABLED_STATUS,In1.Cu,0.150000,52.247500,39.836700,53.516200,38.568000,,,,
segment,CAN1_TX_DISABLED_STATUS,In1.Cu,0.150000,53.376800,31.016000,53.516200,31.155400,,,,
segment,CAN1_TX_DISABLED_STATUS,In1.Cu,0.150000,53.516200,31.155400,53.516200,38.568000,,,,
segment,CAN1_TX_DISABLE_CMD,B.Cu,0.150000,56.800000,30.919900,56.800000,32.550000,,,,
segment,CAN1_TX_DISABLE_CMD,F.Cu,0.150000,36.185200,50.050400,36.423300,50.288500,,,,
segment,CAN1_TX_DISABLE_CMD,F.Cu,0.150000,36.423300,50.288500,36.423300,50.500000,,,,
segment,CAN1_TX_DISABLE_CMD,F.Cu,0.150000,36.423300,50.500000,37.450000,50.500000,,,,
segment,CAN1_TX_DISABLE_CMD,In1.Cu,0.150000,36.185200,50.050400,37.020400,49.215200,,,,
segment,CAN1_TX_DISABLE_CMD,In1.Cu,0.150000,37.020400,30.970300,37.020400,49.215200,,,,
segment,CAN1_TX_DISABLE_CMD,In3.Cu,0.150000,37.020400,30.970300,41.908300,30.970300,,,,
segment,CAN1_TX_DISABLE_CMD,In3.Cu,0.150000,41.908300,30.970300,42.473400,30.405200,,,,
segment,CAN1_TX_DISABLE_CMD,In3.Cu,0.150000,42.473400,30.405200,56.285300,30.405200,,,,
segment,CAN1_TX_DISABLE_CMD,In3.Cu,0.150000,56.285300,30.405200,56.800000,30.919900,,,,
segment,CAN1_TX_ROUTE,B.Cu,0.150000,54.184400,34.004400,54.400000,33.788800,,,,
segment,CAN1_TX_ROUTE,B.Cu,0.150000,54.400000,32.550000,54.400000,33.788800,,,,
segment,CAN1_TX_ROUTE,F.Cu,0.150000,34.373900,55.377800,35.801100,55.377800,,,,
segment,CAN1_TX_ROUTE,F.Cu,0.150000,35.801100,55.377800,36.423300,56.000000,,,,
segment,CAN1_TX_ROUTE,F.Cu,0.150000,36.423300,56.000000,37.450000,56.000000,,,,
segment,CAN1_TX_ROUTE,In1.Cu,0.150000,32.541600,36.875300,32.541600,55.319800,,,,
segment,CAN1_TX_ROUTE,In1.Cu,0.150000,32.541600,36.875300,33.384600,36.032300,,,,
segment,CAN1_TX_ROUTE,In1.Cu,0.150000,32.541600,55.319800,33.185400,55.963600,,,,
segment,CAN1_TX_ROUTE,In1.Cu,0.150000,32.548400,34.361800,33.384600,35.198000,,,,
segment,CAN1_TX_ROUTE,In1.Cu,0.150000,33.185400,55.963600,33.788100,55.963600,,,,
segment,CAN1_TX_ROUTE,In1.Cu,0.150000,33.384600,35.198000,33.384600,36.032300,,,,
segment,CAN1_TX_ROUTE,In1.Cu,0.150000,33.788100,55.963600,34.373900,55.377800,,,,
segment,CAN1_TX_ROUTE,In3.Cu,0.150000,32.548400,34.361800,33.782200,33.128000,,,,
segment,CAN1_TX_ROUTE,In3.Cu,0.150000,33.782200,33.128000,53.308000,33.128000,,,,
segment,CAN1_TX_ROUTE,In3.Cu,0.150000,53.308000,33.128000,54.184400,34.004400,,,,
segment,CAN2_RX_ROUTE,B.Cu,0.150000,53.008900,34.177500,53.600000,33.586400,,,,
segment,CAN2_RX_ROUTE,B.Cu,0.150000,53.600000,32.550000,53.600000,33.586400,,,,
segment,CAN2_RX_ROUTE,F.Cu,0.150000,29.430000,9.020000,30.095200,9.020000,,,,
segment,CAN2_RX_ROUTE,F.Cu,0.150000,30.095200,9.020000,30.194600,8.920600,,,,
segment,CAN2_RX_ROUTE,F.Cu,0.150000,51.000000,43.423300,51.000000,44.450000,,,,
segment,CAN2_RX_ROUTE,F.Cu,0.150000,51.000000,43.423300,51.156000,43.423300,,,,
segment,CAN2_RX_ROUTE,F.Cu,0.150000,51.156000,43.423300,51.700900,43.968200,,,,
segment,CAN2_RX_ROUTE,F.Cu,0.150000,51.700900,43.968200,51.700900,44.030600,,,,
segment,CAN2_RX_ROUTE,In1.Cu,0.150000,51.414000,11.635300,52.900100,13.121400,,,,
segment,CAN2_RX_ROUTE,In1.Cu,0.150000,51.700900,39.097800,51.700900,44.030600,,,,
segment,CAN2_RX_ROUTE,In1.Cu,0.150000,51.700900,39.097800,53.008900,37.789800,,,,
segment,CAN2_RX_ROUTE,In1.Cu,0.150000,52.900100,13.121400,52.900100,34.068700,,,,
segment,CAN2_RX_ROUTE,In1.Cu,0.150000,52.900100,34.068700,53.008900,34.177500,,,,
segment,CAN2_RX_ROUTE,In1.Cu,0.150000,53.008900,34.177500,53.008900,37.789800,,,,
segment,CAN2_RX_ROUTE,In3.Cu,0.150000,30.194600,8.920600,30.302900,8.812300,,,,
segment,CAN2_RX_ROUTE,In3.Cu,0.150000,30.302900,8.812300,48.591000,8.812300,,,,
segment,CAN2_RX_ROUTE,In3.Cu,0.150000,48.591000,8.812300,51.414000,11.635300,,,,
segment,CAN2_TX_ROUTE,B.Cu,0.150000,51.107500,34.527400,51.647200,34.527400,,,,
segment,CAN2_TX_ROUTE,B.Cu,0.150000,51.647200,34.527400,52.800000,33.374600,,,,
segment,CAN2_TX_ROUTE,B.Cu,0.150000,52.800000,32.550000,52.800000,33.374600,,,,
segment,CAN2_TX_ROUTE,F.Cu,0.150000,29.430000,10.980000,30.361700,10.980000,,,,
segment,CAN2_TX_ROUTE,F.Cu,0.150000,50.500000,43.350700,50.500000,44.450000,,,,
segment,CAN2_TX_ROUTE,F.Cu,0.150000,50.500000,43.350700,50.917600,42.933100,,,,
segment,CAN2_TX_ROUTE,In1.Cu,0.150000,50.917600,42.933100,50.959900,42.890800,,,,
segment,CAN2_TX_ROUTE,In1.Cu,0.150000,50.959900,34.675000,50.959900,42.890800,,,,
segment,CAN2_TX_ROUTE,In1.Cu,0.150000,50.959900,34.675000,51.107500,34.527400,,,,
segment,CAN2_TX_ROUTE,In1.Cu,0.150000,51.107500,34.527400,51.840600,33.794300,,,,
segment,CAN2_TX_ROUTE,In1.Cu,0.150000,51.840600,13.343800,51.840600,33.794300,,,,
segment,CAN2_TX_ROUTE,In3.Cu,0.150000,30.361700,10.980000,32.725500,13.343800,,,,
segment,CAN2_TX_ROUTE,In3.Cu,0.150000,32.725500,13.343800,51.840600,13.343800,,,,
segment,CH_LED_1,F.Cu,0.150000,11.343200,36.250000,11.783500,36.690300,,,,
segment,CH_LED_1,F.Cu,0.150000,11.343200,36.250000,4.730000,36.250000,,,,
segment,CH_LED_1,F.Cu,0.150000,58.375000,49.818400,58.375000,51.100000,,,,
segment,CH_LED_1,In1.Cu,0.150000,11.783500,36.690300,12.423000,37.329800,,,,
segment,CH_LED_1,In1.Cu,0.150000,12.423000,37.329800,12.423000,41.305000,,,,
segment,CH_LED_1,In1.Cu,0.150000,12.423000,41.305000,16.078900,44.960900,,,,
segment,CH_LED_1,In1.Cu,0.150000,16.078900,44.960900,16.078900,49.758500,,,,
segment,CH_LED_1,In3.Cu,0.150000,16.078900,49.758500,16.653300,50.332900,,,,
segment,CH_LED_1,In3.Cu,0.150000,16.653300,50.332900,28.454800,50.332900,,,,
segment,CH_LED_1,In3.Cu,0.150000,28.454800,50.332900,28.614700,50.173000,,,,
segment,CH_LED_1,In3.Cu,0.150000,28.614700,50.173000,31.958900,50.173000,,,,
segment,CH_LED_1,In3.Cu,0.150000,31.958900,50.173000,32.092600,50.306700,,,,
segment,CH_LED_1,In3.Cu,0.150000,32.092600,50.306700,35.767200,50.306700,,,,
segment,CH_LED_1,In3.Cu,0.150000,35.767200,50.306700,36.113400,50.652900,,,,
segment,CH_LED_1,In3.Cu,0.150000,36.113400,50.652900,39.321500,50.652900,,,,
segment,CH_LED_1,In3.Cu,0.150000,39.321500,50.652900,39.742600,51.074000,,,,
segment,CH_LED_1,In3.Cu,0.150000,39.742600,51.074000,54.105500,51.074000,,,,
segment,CH_LED_1,In3.Cu,0.150000,54.105500,51.074000,54.987800,50.191700,,,,
segment,CH_LED_1,In3.Cu,0.150000,54.987800,50.191700,55.596400,50.191700,,,,
segment,CH_LED_1,In3.Cu,0.150000,55.596400,50.191700,55.781400,50.006700,,,,
segment,CH_LED_1,In3.Cu,0.150000,55.781400,50.006700,58.186700,50.006700,,,,
segment,CH_LED_1,In3.Cu,0.150000,58.186700,50.006700,58.375000,49.818400,,,,
segment,CH_LED_10,F.Cu,0.150000,4.730000,31.750000,5.556700,31.750000,,,,
segment,CH_LED_10,F.Cu,0.150000,5.556700,31.750000,5.580200,31.773500,,,,
segment,CH_LED_10,F.Cu,0.150000,5.580200,31.773500,6.560100,31.773500,,,,
segment,CH_LED_10,F.Cu,0.150000,62.925000,44.900000,62.925000,47.802900,,,,
segment,CH_LED_10,F.Cu,0.150000,62.925000,47.802900,62.948700,47.826600,,,,
segment,CH_LED_10,In1.Cu,0.150000,5.686300,32.647300,5.686300,35.623500,,,,
segment,CH_LED_10,In1.Cu,0.150000,5.686300,32.647300,6.560100,31.773500,,,,
segment,CH_LED_10,In1.Cu,0.150000,5.686300,35.623500,6.334300,36.271500,,,,
segment,CH_LED_10,In1.Cu,0.150000,6.334300,36.271500,6.334300,47.103300,,,,
segment,CH_LED_10,In3.Cu,0.150000,18.022600,48.980000,18.324300,49.281700,,,,
segment,CH_LED_10,In3.Cu,0.150000,18.022600,48.980000,8.126800,48.980000,,,,
segment,CH_LED_10,In3.Cu,0.150000,18.324300,49.281700,27.193700,49.281700,,,,
segment,CH_LED_10,In3.Cu,0.150000,27.193700,49.281700,27.413500,49.061900,,,,
segment,CH_LED_10,In3.Cu,0.150000,27.413500,49.061900,33.344800,49.061900,,,,
segment,CH_LED_10,In3.Cu,0.150000,33.344800,49.061900,33.519800,49.236900,,,,
segment,CH_LED_10,In3.Cu,0.150000,33.519800,49.236900,34.166300,49.236900,,,,
segment,CH_LED_10,In3.Cu,0.150000,34.166300,49.236900,34.432900,48.970300,,,,
segment,CH_LED_10,In3.Cu,0.150000,34.432900,48.970300,36.274400,48.970300,,,,
segment,CH_LED_10,In3.Cu,0.150000,36.274400,48.970300,36.450400,48.794300,,,,
segment,CH_LED_10,In3.Cu,0.150000,36.450400,48.794300,46.966200,48.794300,,,,
segment,CH_LED_10,In3.Cu,0.150000,46.966200,48.794300,47.513700,48.246800,,,,
segment,CH_LED_10,In3.Cu,0.150000,47.513700,48.246800,50.462700,48.246800,,,,
segment,CH_LED_10,In3.Cu,0.150000,50.462700,48.246800,50.486800,48.270900,,,,
segment,CH_LED_10,In3.Cu,0.150000,50.486800,48.270900,51.381700,48.270900,,,,
segment,CH_LED_10,In3.Cu,0.150000,51.381700,48.270900,51.621200,48.031400,,,,
segment,CH_LED_10,In3.Cu,0.150000,51.621200,48.031400,55.970300,48.031400,,,,
segment,CH_LED_10,In3.Cu,0.150000,55.970300,48.031400,56.197400,47.804300,,,,
segment,CH_LED_10,In3.Cu,0.150000,56.197400,47.804300,56.610300,47.804300,,,,
segment,CH_LED_10,In3.Cu,0.150000,56.610300,47.804300,56.809700,48.003700,,,,
segment,CH_LED_10,In3.Cu,0.150000,56.809700,48.003700,57.833600,48.003700,,,,
segment,CH_LED_10,In3.Cu,0.150000,57.833600,48.003700,58.099600,48.269700,,,,
segment,CH_LED_10,In3.Cu,0.150000,58.099600,48.269700,62.505600,48.269700,,,,
segment,CH_LED_10,In3.Cu,0.150000,6.334300,47.103300,6.334300,47.187500,,,,
segment,CH_LED_10,In3.Cu,0.150000,6.334300,47.187500,8.126800,48.980000,,,,
segment,CH_LED_10,In3.Cu,0.150000,62.505600,48.269700,62.948700,47.826600,,,,
segment,CH_LED_2,F.Cu,0.150000,4.730000,35.750000,6.807000,35.750000,,,,
segment,CH_LED_2,F.Cu,0.150000,59.025000,49.074100,59.025000,51.100000,,,,
segment,CH_LED_2,F.Cu,0.150000,59.025000,49.074100,59.352600,48.746500,,,,
segment,CH_LED_2,F.Cu,0.150000,6.807000,35.750000,6.808600,35.751600,,,,
segment,CH_LED_2,In1.Cu,0.150000,6.658500,35.901700,6.658500,46.753300,,,,
segment,CH_LED_2,In1.Cu,0.150000,6.658500,35.901700,6.808600,35.751600,,,,
segment,CH_LED_2,In1.Cu,0.150000,6.658500,46.753300,7.045600,47.140400,,,,
segment,CH_LED_2,In1.Cu,0.150000,7.045600,47.140400,7.045600,48.626100,,,,
